replica_id,pdf_replica_id,success,nfev,best_chi2dN,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10
20,21,0,5000,1.6474728,0.5082517,1.123,0.92830384,2.4316246,-0.078742455,0,0,-2.3595694,0.11532963,0,0
21,22,0,5000,1.6702925,0.50712924,1.123,0.95430599,1.4954885,0.11134689,0,0,-3.396736,0.7637301,0,0
22,23,0,5000,1.9217842,0.49758512,1.123,0.9428707,2.5188326,-0.063580148,0,0,-1.319014,-0.27324201,0,0
23,24,0,5000,1.785836,0.50942653,1.123,0.9526822,1.4921236,0.015789266,0,0,-5.878697,0.49399654,0,0
24,25,0,5000,1.7750019,0.50150316,1.123,0.92876492,-2.2006685,-0.051159734,0,0,-5.2903071,0.72455315,0,0
25,26,0,5000,1.738362,0.50105012,1.123,0.91555559,2.4916966,0.050433633,0,0,-1.7995646,0.048379364,0,0
26,27,0,5000,1.7572573,0.50242683,1.123,0.95557077,2.8668046,-0.030677734,0,0,-3.6950874,0.089728489,0,0
27,28,0,5000,1.6886149,0.51420297,1.123,0.8836566,2.3681584,0.086238286,0,0,0.15743896,0.0068682427,0,0
28,29,0,5000,1.6090244,0.52345221,1.123,0.90441653,-2.0690766,-0.10268464,0,0,-4.3770386,0.44094939,0,0
29,30,0,5000,1.971679,0.5018841,1.123,0.95730321,1.9084898,0.0050029175,0,0,-4.7004417,0.29517232,0,0
30,31,0,5000,1.8590556,0.51379778,1.123,0.94913119,-6.5003667,-9.9984897,0,0,1.3016537,-8.3941376,0,0
31,32,0,5000,1.7073841,0.51519397,1.123,0.92821326,9.9999171,6.336762,0,0,-0.07982869,-9.0768478,0,0
32,33,0,5000,1.8696701,0.51284624,1.123,0.92858941,1.7826117,0.037727806,0,0,-6.6069744,0.40939725,0,0
33,34,0,5000,1.8094837,0.50509906,1.123,0.92195565,3.0934506,-0.018104277,0,0,-3.0062825,0.0408383,0,0
34,35,0,5000,1.8045878,0.5178197,1.123,0.86177297,2.5789101,0.032487194,0,0,-1.993303,0.33697077,0,0
35,36,0,5000,1.7681136,0.5089313,1.123,0.92529479,2.286801,-0.078020572,0,0,-5.0149331,0.081342673,0,0
36,37,0,5000,1.6770508,0.51528408,1.123,0.91373279,3.0866557,0.014723526,0,0,-3.9049257,0.13141193,0,0
37,38,0,5000,2.1114668,0.51228562,1.123,0.92442596,1.3608467,0.012250467,0,0,-2.5838613,0.7005826,0,0
38,39,0,5000,1.7147208,0.51034901,1.123,0.88480459,2.6785032,-0.03793474,0,0,-3.5532322,0.75547406,0,0
39,40,0,5000,1.7398819,0.51665436,1.123,0.92429652,3.1638773,-0.094105251,0,0,-1.8773624,-0.094211156,0,040,41,0,5000,1.9066944,0.50646663,1.123,0.89386655,2.7731068,-0.048350306,0,0,0.086108307,0.10539173,0,0
40,41,0,5000,1.9008614,0.51468128,1.123,0.86737777,3.4009759,-0.15847901,0,0,0.40250659,-0.078474889,0,0
41,42,0,5000,1.665,0.50179429,1.123,0.94481862,2.0937368,0.14096979,0,0,-3.3576484,0.10116609,0,0
42,43,0,5000,1.8180141,0.49471497,1.123,0.9142644,-3.2305373,0.011077373,0,0,-2.3260234,-0.1253228,0,0
43,44,0,5000,1.5945093,0.51088439,1.123,0.92754997,3.0523898,-0.052789669,0,0,-3.0636736,-0.070787763,0,0
44,45,0,5000,1.7837703,0.48355358,1.123,0.97607397,1.9650927,0.37838558,0,0,-5.2874293,0.27012124,0,0
45,46,0,5000,1.6512282,0.51986385,1.123,0.93662064,3.1798968,-7.9712402,0,0,3.114231,-5.917785,0,0
46,47,0,5000,1.9045943,0.50930332,1.123,0.91826743,2.3023799,-0.012949504,0,0,-3.4367218,0.31210994,0,0
47,48,0,5000,1.6453995,0.47983171,1.123,0.95107848,2.705316,0.32027892,0,0,-0.84363112,0.13328891,0,0
48,49,0,5000,1.8472232,0.50020901,1.123,0.95231268,-2.3068276,0.038183025,0,0,-3.416066,0.13695345,0,0
49,50,0,5000,1.9814546,0.51484891,1.123,0.87230157,4.1007768,-0.20595839,0,0,-1.9101133,0.10097901,0,0
50,51,0,5000,1.907438,0.52204203,1.123,0.90769659,10,10,0,0,1.7045388,-8.5850874,0,0
51,52,0,5000,1.592167,0.51037179,1.123,0.91083247,3.1473204,0.029536231,0,0,-3.1845901,0.14689407,0,0
52,53,0,5000,1.6161048,0.51478315,1.123,0.92289367,-2.84191,-0.25155415,0,0,-9.3028441,0.43520265,0,0
53,54,0,5000,1.8681402,0.50797044,1.123,0.9217026,2.8515884,-0.0026241461,0,0,-2.6175549,0.21919444,0,0
54,55,0,5000,1.9662719,0.50896346,1.123,0.90915328,3.2227461,-0.15140909,0,0,-3.8097169,0.060699794,0,0
55,56,0,5000,1.7011698,0.4995347,1.123,0.87056208,0.7575029,0.34429504,0,0,3.8959619,0.95381771,0,0
56,57,0,5000,1.732541,0.51205123,1.123,0.88916247,3.7967305,-0.068290412,0,0,-1.9813549,0.23254628,0,0
57,58,0,5000,1.7259557,0.53126593,1.123,0.90034465,-7.1013591,-0.092359241,0,0,-2.0911154,-5.8266589,0,0
58,59,0,5000,1.9381731,0.50736695,1.123,0.89995257,2.7795087,-0.038871362,0,0,-2.0575119,-0.24585033,0,0
59,60,0,5000,1.8050732,0.50319618,1.123,0.86940141,3.8408192,-0.14704608,0,0,-2.2127644,0.18917121,0,0
60,61,0,5000,1.5489346,0.51487978,1.123,0.91111955,2.5814771,-0.020308647,0,0,-2.6016716,-0.12104036,0,0
61,62,0,5000,1.7812484,0.52318819,1.123,0.89244887,3.2455063,0.080874077,0,0,-5.9306918,0.19041569,0,0
62,63,0,5000,1.7405129,0.49692975,1.123,0.94470277,2.6307973,0.043126663,0,0,-1.0277344,0.16326012,0,0
63,64,0,5000,1.6741182,0.50499515,1.123,0.93663048,-3.5208059,0.17471255,0,0,-3.1472199,-0.11722999,0,0
64,65,0,5000,1.5745161,0.49685907,1.123,0.93492931,2.4146279,0.13281865,0,0,-1.8106659,0.34900312,0,0
65,66,0,5000,1.7803117,0.50293656,1.123,0.88533362,3.478342,-0.06872102,0,0,-1.9633561,0.021456523,0,0
66,67,0,5000,1.7477559,0.51213963,1.123,0.89121193,4.2073141,-0.032444521,0,0,-5.4024295,0.4430289,0,0
67,68,0,5000,1.6043873,0.50605895,1.123,0.93194618,2.4645481,-0.010456535,0,0,-1.20198,0.0018672658,0,0
68,69,0,5000,1.8508974,0.52998198,1.123,0.91257461,9.9985328,10,0,0,2.4501919,-9.9988853,0,0
69,70,0,5000,1.729712,0.51479529,1.123,0.93973218,3.3279203,0.024044399,0,0,-7.6838841,0.26715691,0,0
70,71,0,5000,1.5618761,0.51992382,1.123,0.8805559,2.9451326,-0.072756723,0,0,-3.370398,0.40613735,0,0
71,72,0,5000,1.8457614,0.51379345,1.123,0.90560426,3.0740049,-0.071062174,0,0,-1.4210583,-0.62911396,0,0
72,73,0,5000,1.7096968,0.49467816,1.123,0.92887168,2.498925,0.075518845,0,0,-0.22121235,0.33733174,0,0
73,74,0,5000,1.7245164,0.52077125,1.123,0.90346851,2.7401709,-0.016479311,0,0,-6.1636457,0.48836535,0,0
74,75,0,5000,1.6352381,0.50674999,1.123,0.89314442,2.9201231,0.060286127,0,0,-1.6157563,0.28154402,0,0
75,76,0,5000,1.7344746,0.52029639,1.123,0.89804468,3.066868,-0.060638189,0,0,-4.6332051,0.019884737,0,0
76,77,0,5000,1.8308436,0.50938968,1.123,0.9454435,-2.7545555,-0.022362519,0,0,-1.6456745,0.14942597,0,0
77,78,0,5000,1.7290097,0.51097954,1.123,0.9117601,2.3723241,0.023000108,0,0,-1.4731533,0.11342651,0,0
78,79,0,5000,1.6802477,0.51723647,1.123,0.88834582,2.7920531,0.016730909,0,0,-1.9357158,0.018297934,0,0
79,80,0,5000,1.7083615,0.51014192,1.123,0.90645427,3.9476291,-0.21979614,0,0,-2.9836287,1.1950814e-05,0,0
80,81,0,5000,1.9430354,0.43859919,1.123,0.86649145,1.9420272,0.46622439,0,0,1.8777111,0.86637528,0,0
81,82,0,5000,1.6614878,0.50532117,1.123,0.92087365,2.3172808,-0.010447569,0,0,-3.3609412,0.56596754,0,0
82,83,0,5000,1.7130235,0.53225563,1.123,0.88640627,3.9180015,-9.9933085,0,0,2.4560059,-6.4096209,0,0
83,84,0,5000,1.6555951,0.5123714,1.123,0.92795949,2.9293219,0.06179228,0,0,-5.4962683,0.13024157,0,0
84,85,0,5000,1.9519565,0.49656423,1.123,0.89152149,2.916447,-0.024423242,0,0,-1.491446,0.41937447,0,0
85,86,0,5000,1.4454059,0.51572285,1.123,0.90199089,3.4136045,-0.019426475,0,0,-3.6047842,0.14495007,0,0
86,87,0,5000,1.5462404,0.52645974,1.123,0.91753557,9.7526351,-2.5037379,0,0,-1.6842046,-3.2731596,0,0
87,88,0,5000,1.8168852,0.49369238,1.123,0.80858008,2.8873474,0.37048402,0,0,0.082466186,0.15974595,0,0
88,89,0,5000,2.3386652,0.47875817,1.123,1.0208657,-5.301435,9.9758872,0,0,7.3529046,-9.6397066,0,0
89,90,0,5000,1.695106,0.49815329,1.123,0.86792994,-1.151006,-0.16790627,0,0,-0.26978584,1.9150868,0,0
90,91,0,5000,1.5571025,0.52034259,1.123,0.9107277,2.045731,-0.048829773,0,0,-2.5685345,0.17828386,0,0
91,92,0,5000,1.6158885,0.48808729,1.123,0.93071284,2.8654456,0.12392025,0,0,-0.74255668,0.22737065,0,0
92,93,0,5000,1.8810741,0.50576972,1.123,0.98008372,1.8701124,0.057527557,0,0,-2.9961162,0.65270951,0,0
93,94,0,5000,1.8520785,0.48604446,1.123,0.91838607,3.1298123,0.085407157,0,0,-0.91904346,0.21517777,0,0
94,95,0,5000,1.7680762,0.50639428,1.123,0.89975637,3.2449221,0.061506456,0,0,-0.99689755,0.019000073,0,0
95,96,0,5000,1.747734,0.51792577,1.123,0.93084988,2.7349992,0.062618028,0,0,-9.4088318,0.33164283,0,0
96,97,0,5000,1.8396015,0.51923495,1.123,0.88130544,2.2834102,-0.11690554,0,0,-7.0237594,0.5799037,0,0
97,98,0,5000,1.6728245,0.49607692,1.123,0.91834249,2.6436146,-0.056380933,0,0,-0.42424791,0.056620946,0,0
98,99,0,5000,1.7578354,0.48468586,1.123,0.94032286,3.1714126,0.12114558,0,0,-2.4730591,0.15159912,0,0
99,100,0,5000,1.87014,0.4978298,1.123,0.93109603,3.0037636,-0.041004341,0,0,-2.3372769,-0.045602764,0,0
