replica_id,pdf_replica_id,success,nfev,best_chi2dN,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
26,27,0,1582,1.777127,-0.0081212427,0.8045089,-1.7633676,-5.3557702,0.82855851,-0.80490529,1.2898738,0.084535007,0.037116812
27,28,0,1620,2.1198636,0.14747466,1.4277686,-3.2084873,-5.2636245,0.6,-1.0208329,1.5664732,0.073178543,0.017851982
28,29,1,1593,1.8943716,0.046112601,1.068896,-2.1976389,-4.8020087,0.6,-0.22019315,1.7801319,0.060206411,0.01574871
29,30,1,1598,2.0270865,-0.024341484,0.78853696,-1.6736907,-5.0438493,0.85130799,-0.42259845,1.3182154,0.074902813,0.043844859
30,31,1,1554,2.0487007,0.01087472,0.80417904,-1.9272962,-5.1211069,0.78136513,-0.83987404,1.4941854,0.081024354,0.025526532
31,32,0,1527,1.9313386,0.011444937,0.85091513,-1.5233818,-5.2871322,0.81250982,-0.24788763,1.2308404,0.071552117,0.036486041
32,33,1,1592,1.9164433,0.0028945787,0.94357416,-2.0119264,-5.144808,0.8822542,-0.48067043,1.466807,0.067792282,0.02732753
33,34,1,1589,1.9676622,0.07287043,1.0037209,-1.9590736,-5.0907694,0.76083599,-0.36264739,1.3444102,0.078291073,0.031688883
34,35,1,1568,1.8926878,0.034257568,0.88515115,-1.7146596,-4.9297558,0.60626863,-0.11162588,1.6838468,0.063851781,0.015183105
35,36,1,1560,1.9596723,0.014155561,0.84551931,-1.5082369,-4.4033705,0.6018105,-0.18717411,1.3091232,0.070294484,0.036343772
36,37,1,1409,1.9296444,0.053336142,0.95945182,-1.9674898,-4.7908423,0.78056716,-0.38345691,1.4792167,0.075880043,0.023347003
37,38,1,1590,1.7166896,0.037422356,1.1045359,-2.4753934,-5.081766,0.86955005,-0.35262918,1.4306334,0.069346039,0.039725166
38,39,1,1589,1.8320849,0.043009428,0.80716712,-1.7066564,-5.0386393,0.66337861,-0.27030175,1.4840194,0.079476727,0.026140545
39,40,1,1601,1.9809024,0.062634725,1.0817216,-2.6845558,-5.3602112,0.75672919,-0.6169634,1.5752726,0.075054126,0.018644894
40,41,0,1575,2.0561125,0.16030234,1.0018802,-1.76251,-5.4597883,0.6,-0.59959096,1.4167694,0.086403814,0.02658998
41,42,0,1551,1.7690156,0.062929517,1.1018375,-2.0912993,-4.2214137,0.6363299,-0.24730992,1.4847362,0.065407362,0.024864098
42,43,1,1591,2.0774196,0.025425006,1.0690914,-2.5991286,-5.4290822,0.92716277,-0.71954213,1.5020911,0.068469001,0.02441963
43,44,1,1582,1.8301831,0.047927332,1.0195202,-2.1406311,-5.2273516,0.6,-1.1614202,1.5042401,0.071894753,0.02294622
44,45,0,1620,1.8821281,0.048311474,1.0583822,-2.1885838,-4.3653391,0.6,-0.16996174,1.6835178,0.061867772,0.019942217
45,46,0,1606,1.9221865,0.17164217,1.030328,-1.7699283,-5.844768,0.7883737,0.607574,1.6656188,0.076332705,0.017925044
46,47,1,1593,1.8441893,0.012637306,0.99443954,-2.2831482,-5.1036576,1.049688,-0.51488964,1.2935141,0.077931686,0.043075452
47,48,0,1566,2.3197329,0.015062628,0.87128103,-2.0926808,-4.7942743,1.0237217,-0.42996073,2.0132782,0.066395988,0.010434256
48,49,1,1598,1.8559293,0.058390614,1.138334,-2.2730978,-5.5006489,0.89249598,-0.57494969,1.1865508,0.078258519,0.049737313
49,50,1,1578,1.9072722,0.048555039,0.81391835,-1.9449816,-4.854166,0.6,-0.47766212,1.5620773,0.081982268,0.017988701
50,51,0,1620,2.175966,0.011364829,0.82192709,-1.9126634,-4.6740271,1.1182982,-0.35327886,1.3536281,0.081691633,0.031326968
51,52,1,1587,1.8510367,-0.0091087787,0.83598338,-1.7914931,-5.4651268,0.98645432,-0.55680895,1.6964826,0.066557573,0.016768262
52,53,1,1587,1.9524441,-0.049350321,0.76950247,-1.7142128,-5.1459589,0.96341196,-0.39371826,1.5839972,0.063831071,0.021097801
53,54,0,1616,1.9709807,0.033658909,1.0306986,-2.1346309,-5.0929747,0.71380248,-1.3943146,1.3236483,0.076660116,0.027656488
54,55,1,1565,1.9677365,0.058483408,1.1785783,-2.733899,-5.1080011,1.0189666,-0.38330664,1.8210135,0.06231596,0.015781226
55,56,0,1620,1.8100831,0.037528334,1.0501276,-2.340755,-5.1166966,0.91482867,-0.46405157,1.6583566,0.067823046,0.015769437
56,57,1,1575,2.1675052,0.028172925,0.9123709,-2.1441613,-5.3099434,0.89871597,-0.72263848,1.3814588,0.086601207,0.033028104
57,58,1,1539,1.826276,0.034074466,1.0884431,-2.372985,-4.9858553,0.74971296,-0.29168335,1.4003691,0.066749322,0.029224027
58,59,0,1594,1.845398,-0.0023288369,0.76449205,-1.5379665,-5.343284,0.74839552,-0.30495566,1.39263,0.072849603,0.030657023
59,60,1,1544,1.9906169,0.052400382,0.93112298,-1.7100678,-5.07993,0.7706961,-0.42126076,1.2820783,0.077927551,0.029742627
60,61,0,1608,2.0874656,0.026762518,0.92285874,-1.8943681,-5.0238006,0.83230003,-0.52446491,1.2904419,0.079869227,0.034267473
61,62,1,1579,2.0333918,0.0033813259,1.0927831,-2.6023947,-5.0815525,1.1693001,-0.48451737,1.5136273,0.065838094,0.023306362
62,63,1,1610,1.862363,0.018040337,0.8928712,-2.0069022,-5.6264901,1.303167,-0.76684152,1.4818447,0.081314057,0.027729145
63,64,1,1491,1.9278485,0.081781532,1.074717,-2.0417355,-4.6284634,0.74823712,-0.19324993,1.4561966,0.070671545,0.023283929
64,65,1,1577,1.716029,0.030084101,0.91147337,-2.0504532,-5.2533602,0.74586698,-0.52092201,1.8227191,0.069693538,0.016982177
65,66,1,1601,2.1737432,0.080074013,1.2024619,-2.5726691,-5.1402204,0.74904631,-1.1566778,1.4063405,0.072963188,0.023582687
66,67,1,1577,2.0173212,0.14864067,1.2364736,-2.6383484,-4.3943038,0.75793168,-0.396548,1.4609465,0.085695274,0.025254029
67,68,1,1580,1.6795909,0.072861269,1.0108135,-2.2244281,-5.0415429,0.72721852,-1.0284014,1.4859292,0.080490239,0.025969787
68,69,1,1600,2.0127511,0.047872333,1.129477,-2.2411419,-4.6116951,0.95480976,-0.34898116,1.4278481,0.0663962,0.020821598
69,70,1,1578,1.6383459,0.010018514,0.85430841,-1.6112549,-4.8360463,0.79943308,-0.35184922,1.3843846,0.074446907,0.028712171
70,71,1,1527,1.8242554,0.0074971619,0.78627403,-1.3255069,-5.2888791,0.78824421,-0.40226382,1.2179167,0.078445813,0.032158959
71,72,1,1555,1.8944825,0.020584264,0.93217565,-1.6555372,-5.0913084,0.78198992,-0.24435733,1.4464117,0.062347445,0.020710145
72,73,0,1620,1.9024908,0.18515951,1.1796617,-4.3031349,-2.0789523,1.1134735,0.50566272,1.6304815,0.077189132,0.025089451
73,74,0,1620,1.8404579,-0.081350815,0.58060918,-1.3233775,-5.2423412,0.9000063,-0.39145251,1.5327357,0.067774914,0.030249109
74,75,0,1536,2.192846,0.018814286,0.8729524,-1.9294261,-4.9794414,0.66981714,-1.3538965,1.4870815,0.076831578,0.027724625
75,76,0,1620,2.1739794,-0.02198259,0.96566973,-2.1001576,-5.380275,0.92503822,-0.6792723,1.3237607,0.072160275,0.037150167
76,77,0,1600,1.9220573,0.069955699,1.0931279,-2.1619675,-3.942735,0.62948599,-0.57129873,1.4296674,0.078133289,0.029493166
77,78,1,1571,1.7911481,0.019357245,0.94417836,-2.0780125,-5.0893851,0.75916823,-0.49819414,1.5802551,0.072144586,0.0255765
78,79,1,1564,1.8407304,0.062658887,0.97531478,-1.9643258,-4.1337331,0.72734932,-0.48829805,1.4080502,0.077223342,0.020973948
79,80,1,1558,1.8250131,0.025505463,0.92155191,-2.1281986,-5.0410425,0.92579758,-0.33117109,1.6240167,0.072306895,0.023137034
80,81,0,1620,2.1463365,0.24501963,1.9073122,-5.4158403,-4.7891295,1.1403203,-0.81726671,1.918684,0.074724322,0.011108753
81,82,1,1607,2.0323577,0.025112001,0.96141036,-2.0520579,-5.3027256,0.65283747,-1.1947677,1.2868322,0.079838827,0.035256049
82,83,0,1620,2.1563567,0.032464231,1.0740035,-2.5598767,-5.5213899,0.99613114,-0.46234216,1.6690232,0.064937817,0.016199143
83,84,0,1598,1.8678644,-0.0014130093,0.82928726,-1.8400373,-4.4373566,0.89494336,-0.2630061,1.8773572,0.06490792,0.020198353
84,85,0,1561,1.9966045,0.064406123,0.88142201,-1.6511157,-4.9673271,0.6029614,-0.93679761,1.2829848,0.085479052,0.040108792
85,86,1,1616,1.9851181,-0.017252353,0.78047733,-1.6684646,-5.1357174,0.79269237,-0.34539809,1.7374788,0.064213409,0.019267006
86,87,1,1586,1.9625465,0.053778682,1.0662581,-2.1880316,-5.1207639,0.81123747,-0.29195826,1.7201342,0.06074834,0.01422899
87,88,0,1570,2.5500693,-0.023680938,0.68099979,-1.6623502,-5.4930899,0.9788067,-1.1757736,1.6663163,0.073725118,0.008516181
88,89,1,1557,2.0775463,0.2242991,1.6338699,-3.0333822,-5.6396337,0.95553313,-0.24173773,1.1607,0.080446361,0.054055668
89,90,1,1590,1.8150029,0.015837077,0.90261307,-1.9604952,-5.3606942,0.80806823,-0.28528299,2.110569,0.05762678,0.013484214
90,91,1,1548,1.7797749,0.036704732,1.0433831,-2.0990857,-4.8854174,0.85006135,-0.23887048,1.5580875,0.064272318,0.02528107
91,92,1,1560,1.9547284,0.15870825,1.2131598,-2.388911,-5.217415,0.69860368,-0.57403936,1.5448134,0.078823705,0.021988501
92,93,1,1500,1.713892,0.079977263,1.0883568,-2.1893233,-4.7070024,0.82598003,-0.35681263,1.5464308,0.079105256,0.029237977
93,94,1,1533,1.9972098,0.11399702,1.1805605,-2.1991498,-4.1850854,0.77655575,-0.15612175,1.7016395,0.064489579,0.01564296
94,95,1,1520,2.0871067,0.17188445,1.3792521,-2.5144503,-5.318669,0.60000617,-0.49444562,1.500941,0.070407745,0.012028302
95,96,1,1608,1.7325901,-0.017843073,0.88292826,-2.0754189,-5.2228553,1.0422505,-0.48938789,1.4685927,0.072120824,0.02920944
96,97,0,1615,2.0686641,0.0049211038,1.0778213,-2.3071508,-5.2470823,1.0330066,-0.34785604,1.387656,0.062997438,0.036524519
97,98,1,1538,1.8862339,0.064978,0.93999726,-1.8092512,-4.476958,0.76314484,-0.10137738,1.7584069,0.065464997,0.016782374
98,99,1,1518,1.9236819,0.13848116,1.2983987,-2.4442043,-4.8945994,0.6,-0.25408101,1.6932305,0.064503505,0.015383732
99,100,1,1575,1.9667317,0.019058339,0.84871634,-1.6579752,-5.5056887,0.73100707,-0.76979634,1.2773787,0.081185502,0.041236579
